ID,MODEM_NUMBER,STATUS,ERROR,ERROR_CODE,MSISDN,SENT,MODEM_INDEX_I2C,TIMESTAMP,NETWORK,USE_CALL,USE_SMS,IS_LOOPBACK_MSISDN,MODEM_MSISDN,MODEL,IMEI,IMSI,REGISTRATION_STATUS,OPERATOR,RAT,ARFCN,BSIC,PSC,PCI,MCC,MNC,LAC,CELL_ID,RSSI,SNR,CALL_RESULT,SMS_RESULT,LATITUDE,LONGITUDE,ALTITUDE,SESSION_NAME,SUCCESS_RATE
67129,5,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,5,2026-01-21 09:47:14,auto,1,0,0,14706128781,Quectel EG25,867929068550195.0,310260429109979.0,2.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67130,6,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,6,2026-01-21 09:47:14,auto,1,0,0,14703890674,Quectel EG25,867929069278846.0,310260429110690.0,2.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67131,1,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,1,2026-01-21 09:47:56,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,3.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67132,2,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,2,2026-01-21 09:47:56,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,3.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67133,3,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,3,2026-01-21 09:47:56,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,3.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67134,4,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,4,2026-01-21 09:47:56,auto,1,0,0,12293320274,Quectel EG25,867929069250944.0,311480112618251.0,1.0,Verizon ,LTE,2450.0,,,264.0,311.0,480.0,44580.0,44593680.0,-90.0,-13.0,"[""FAIL"", ""FAIL""]",,33.24627,-82.95056,0.0,Garage,0.0
67135,5,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,5,2026-01-21 09:47:56,auto,1,0,0,14706128781,Quectel EG25,867929068550195.0,310260429109979.0,3.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67136,6,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,6,2026-01-21 09:47:56,auto,1,0,0,14703890674,Quectel EG25,867929069278846.0,310260429110690.0,3.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67137,1,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,1,2026-01-21 09:50:58,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,5035.0,,,358.0,310.0,260.0,30507.0,162667287.0,-94.0,-13.0,"[""OK"", ""OK""]",,33.24627,-82.95056,0.0,Garage,100.0
67138,2,IDLE,Failed to receive expected response to command ATH: NO CARRIER,-11,14049400438,0,2,2026-01-21 09:50:58,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,5035.0,,,358.0,310.0,260.0,30507.0,162667287.0,-92.0,-13.0,"[""FAIL"", ""FAIL""]",,33.24627,-82.95056,0.0,Garage,0.0
67139,3,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,3,2026-01-21 09:50:58,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,2.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67140,4,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,4,2026-01-21 09:50:58,auto,1,0,0,12293320274,Quectel EG25,867929069322826.0,310410446625086.0,2.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67141,5,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,5,2026-01-21 09:50:58,auto,1,0,0,14706128781,Quectel EG25,867929069250944.0,311480112618251.0,1.0,Verizon ,LTE,2450.0,,,264.0,311.0,480.0,44580.0,44593680.0,-93.0,-11.0,"[""FAIL"", ""FAIL""]",,33.24627,-82.95056,0.0,Garage,0.0
67142,6,IDLE,Failed to receive expected response to command ATH: NO CARRIER,-11,14049400438,0,6,2026-01-21 09:50:58,auto,1,0,0,14703890674,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,5035.0,,,358.0,310.0,260.0,30507.0,162667287.0,-91.0,-11.0,"[""OK"", ""OK""]",,33.24627,-82.95056,0.0,Garage,100.0
67143,1,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,1,2026-01-21 09:52:26,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,5035.0,,,358.0,310.0,260.0,30507.0,162667287.0,-91.0,-13.0,"[""OK"", ""FAIL""]",,33.24627,-82.95056,0.0,Garage,50.0
67144,2,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,2,2026-01-21 09:52:26,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,2.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67145,3,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,3,2026-01-21 09:52:26,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,3.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67146,4,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,4,2026-01-21 09:52:26,auto,1,0,0,12293320274,Quectel EG25,867929069322826.0,310410446625086.0,3.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67147,5,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,5,2026-01-21 09:52:26,auto,1,0,0,14706128781,Quectel EG25,867929069250944.0,311480112618251.0,1.0,Verizon ,LTE,,,,,,,,,,,"[""FAIL"", ""FAIL""]",,33.24627,-82.95056,0.0,Garage,0.0
67148,6,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,6,2026-01-21 09:52:26,auto,1,0,0,14703890674,Quectel EG25,867929069278846.0,310260429110690.0,2.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67149,1,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,1,2026-01-21 10:00:44,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,2.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67150,2,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,2,2026-01-21 10:00:44,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,2.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67151,3,ERROR,Failed to open device /dev/: [Errno 21] could not open port /dev/: [Errno 21] Is a directory: ./dev/.,-1,14049400438,0,3,2026-01-21 10:00:44,auto,1,0,0,12293320200,,,,,,,,,,,,,,,,,"[""FAIL"", ""FAIL""]",,33.24627,-82.95056,0.0,Garage,0.0
67152,4,ERROR,Failed to open device /tmp/modem_04: [Errno 2] could not open port /tmp/modem_04: [Errno 2] No such file or directory: ./tmp/modem_04.,-1,14049400438,0,4,2026-01-21 10:00:44,auto,1,0,0,12293320274,,,,,,,,,,,,,,,,,"[""FAIL"", ""FAIL""]",,33.24627,-82.95056,0.0,Garage,0.0
67153,5,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,5,2026-01-21 10:00:44,auto,1,0,0,14706128781,Quectel EG25,867929068550195.0,310260429109979.0,2.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67154,6,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,6,2026-01-21 10:00:44,auto,1,0,0,14703890674,Quectel EG25,867929069278846.0,310260429110690.0,2.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67155,1,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,1,2026-01-21 10:01:10,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,3.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67156,2,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,2,2026-01-21 10:01:10,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,3.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67157,3,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,3,2026-01-21 10:01:10,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,3.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67158,4,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,4,2026-01-21 10:01:10,auto,1,0,0,12293320274,Quectel EG25,867929069322826.0,310410446625086.0,3.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67159,5,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,5,2026-01-21 10:01:10,auto,1,0,0,14706128781,Quectel EG25,867929068550195.0,310260429109979.0,3.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67160,6,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,6,2026-01-21 10:01:10,auto,1,0,0,14703890674,Quectel EG25,867929069278846.0,310260429110690.0,3.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67161,1,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,1,2026-01-21 10:02:52,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,2.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67162,2,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,2,2026-01-21 10:02:52,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,2.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67163,3,ERROR,Failed to open device /dev/: [Errno 21] could not open port /dev/: [Errno 21] Is a directory: ./dev/.,-1,14049400438,0,3,2026-01-21 10:02:52,auto,1,0,0,12293320200,,,,,,,,,,,,,,,,,"[""FAIL"", ""FAIL""]",,33.24627,-82.95056,0.0,Garage,0.0
67164,4,ERROR,Failed to open device /tmp/modem_04: [Errno 2] could not open port /tmp/modem_04: [Errno 2] No such file or directory: ./tmp/modem_04.,-1,14049400438,0,4,2026-01-21 10:02:52,auto,1,0,0,12293320274,,,,,,,,,,,,,,,,,"[""FAIL"", ""FAIL""]",,33.24627,-82.95056,0.0,Garage,0.0
67165,5,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,5,2026-01-21 10:02:52,auto,1,0,0,14706128781,Quectel EG25,867929069278846.0,310260429110690.0,2.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67166,6,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,6,2026-01-21 10:02:52,auto,1,0,0,14703890674,Quectel EG25,867929068550195.0,310260429109979.0,2.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67167,1,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,1,2026-01-21 10:03:18,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,3.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67168,2,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,2,2026-01-21 10:03:18,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,3.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67169,3,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,3,2026-01-21 10:03:18,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,3.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67170,4,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,4,2026-01-21 10:03:18,auto,1,0,0,12293320274,Quectel EG25,867929069322826.0,310410446625086.0,3.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67171,5,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,5,2026-01-21 10:03:18,auto,1,0,0,14706128781,Quectel EG25,867929069278846.0,310260429110690.0,3.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67172,6,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,6,2026-01-21 10:03:18,auto,1,0,0,14703890674,Quectel EG25,867929068550195.0,310260429109979.0,3.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67173,1,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,1,2026-01-21 10:04:59,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,2.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67174,2,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,2,2026-01-21 10:04:59,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,2.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67175,3,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,3,2026-01-21 10:04:59,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,3.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67176,4,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,4,2026-01-21 10:04:59,auto,1,0,0,12293320274,Quectel EG25,867929068550195.0,310260429109979.0,2.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67177,5,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,5,2026-01-21 10:04:59,auto,1,0,0,14706128781,Quectel EG25,867929069278846.0,310260429110690.0,3.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67178,6,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,6,2026-01-21 10:04:59,auto,1,0,0,14703890674,Quectel EG25,867929069322826.0,310410446625086.0,3.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67179,1,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,1,2026-01-21 10:05:25,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,3.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67180,2,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,2,2026-01-21 10:05:25,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,3.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67181,3,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,3,2026-01-21 10:05:25,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,3.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67182,4,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,4,2026-01-21 10:05:25,auto,1,0,0,12293320274,Quectel EG25,867929068550195.0,310260429109979.0,3.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67183,5,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,5,2026-01-21 10:05:25,auto,1,0,0,14706128781,Quectel EG25,867929069278846.0,310260429110690.0,3.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67184,6,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,6,2026-01-21 10:05:25,auto,1,0,0,14703890674,Quectel EG25,867929069322826.0,310410446625086.0,3.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67185,1,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,1,2026-01-21 10:07:09,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,2.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67186,2,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,2,2026-01-21 10:07:09,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,2.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67187,3,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,3,2026-01-21 10:07:09,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,3.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67188,4,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,4,2026-01-21 10:07:09,auto,1,0,0,12293320274,Quectel EG25,867929068550195.0,310260429109979.0,2.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67189,5,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,5,2026-01-21 10:07:09,auto,1,0,0,14706128781,Quectel EG25,867929069278846.0,310260429110690.0,3.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67190,6,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,6,2026-01-21 10:07:09,auto,1,0,0,14703890674,Quectel EG25,867929069322826.0,310410446625086.0,3.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67191,1,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,1,2026-01-21 10:46:13,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,GSM,588.0,9.0,,,310.0,260.0,100.0,100.0,-68.0,0.0,"[""FAIL"", ""FAIL""]",,33.24627,-82.95056,0.0,Garage,0.0
67192,2,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,2,2026-01-21 10:46:13,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,3.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67193,3,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,3,2026-01-21 10:46:13,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,5.0,Roaming,GSM,240.0,9.0,,,311.0,480.0,100.0,100.0,-69.0,0.0,"[""FAIL"", ""FAIL""]",,33.24627,-82.95056,0.0,Garage,0.0
67194,4,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,4,2026-01-21 10:46:13,auto,1,0,0,12293320274,Quectel EG25,867929068549957.0,310410458692547.0,5.0,Roaming,GSM,,,,,,,,,,,"[""FAIL"", ""FAIL""]",,33.24627,-82.95056,0.0,Garage,0.0
67195,5,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,5,2026-01-21 10:46:13,auto,1,0,0,14706128781,Quectel EG25,867929068549221.0,311480117211386.0,5.0,Extended Network,GSM,588.0,9.0,,,310.0,260.0,100.0,100.0,-84.0,0.0,"[""FAIL"", ""FAIL""]",,33.24627,-82.95056,0.0,Garage,0.0
67196,6,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,6,2026-01-21 10:46:13,auto,1,0,0,14703890674,Quectel EG25,867929069250944.0,311480112618251.0,1.0,Verizon ,LTE,,,,,,,,,,,"[""FAIL"", ""FAIL""]",,33.24627,-82.95056,0.0,Garage,0.0
67197,1,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,1,2026-01-21 10:48:19,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,2.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67198,2,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,2,2026-01-21 10:48:19,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,2.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67199,3,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,3,2026-01-21 10:48:19,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,2.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67200,4,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,4,2026-01-21 10:48:19,auto,1,0,0,12293320274,Quectel EG25,867929068549957.0,310410458692547.0,2.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67201,5,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,5,2026-01-21 10:48:19,auto,1,0,0,14706128781,Quectel EG25,867929068549221.0,311480117211386.0,2.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67202,6,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,6,2026-01-21 10:48:19,auto,1,0,0,14703890674,Quectel EG25,867929069250944.0,311480112618251.0,2.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67203,1,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,1,2026-01-21 10:49:36,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,2.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67204,2,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,2,2026-01-21 10:49:36,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,2.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67205,3,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,3,2026-01-21 10:49:36,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,2.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67206,4,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,4,2026-01-21 10:49:36,auto,1,0,0,12293320274,Quectel EG25,867929068549957.0,310410458692547.0,2.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67207,5,IDLE,Modem is not connected: 0 (Not registered. ME is not currently searching a new operator to register to),-22,14049400438,0,5,2026-01-21 10:49:36,auto,1,0,0,14706128781,Quectel EG25,867929068549221.0,311480117211386.0,0.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67208,6,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,6,2026-01-21 10:49:36,auto,1,0,0,14703890674,Quectel EG25,867929069250944.0,311480112618251.0,2.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67209,1,IDLE,Failed to receive expected response to command ATH: NO CARRIER,-11,14049400438,0,1,2026-01-21 11:29:44,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,5.0,Roaming,GSM,810.0,18.0,,,310.0,410.0,200.0,200.0,-109.0,0.0,"[""OK"", ""OK""]",,33.24627,-82.95056,0.0,Garage,100.0
67210,2,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,2,2026-01-21 11:29:44,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,5035.0,,,358.0,310.0,260.0,30507.0,162667287.0,-78.0,-20.0,"[""OK"", ""OK""]",,33.24627,-82.95056,0.0,Garage,100.0
67211,3,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,3,2026-01-21 11:29:44,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,2.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67212,4,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,4,2026-01-21 11:29:44,auto,1,0,0,12293320274,Quectel EG25,867929068549221.0,311480117211386.0,1.0,Verizon ,LTE,975.0,,,264.0,311.0,480.0,44580.0,121393678.0,-95.0,-10.0,"[""FAIL"", ""FAIL""]",,33.24627,-82.95056,0.0,Garage,0.0
67213,5,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,5,2026-01-21 11:29:44,auto,1,0,0,14706128781,Quectel EG25,867929069250944.0,311480112618251.0,1.0,Verizon ,LTE,5230.0,,,264.0,311.0,480.0,44580.0,44593665.0,-90.0,-11.0,"[""OK"", ""OK""]",,33.24627,-82.95056,0.0,Garage,100.0
67214,6,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,6,2026-01-21 11:29:44,auto,1,0,0,14703890674,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,5035.0,,,358.0,310.0,260.0,30507.0,162667287.0,-80.0,-20.0,"[""OK"", ""OK""]",,33.24627,-82.95056,0.0,Garage,100.0
67215,1,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,1,2026-01-21 11:31:35,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,3.0,,,,,,,,,,,,,[],,33.24627,-82.95056,0.0,Garage,0.0
67216,2,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,2,2026-01-21 11:31:35,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,5035.0,,,358.0,310.0,260.0,30507.0,162667287.0,-82.0,-20.0,"[""OK"", ""OK""]",,33.24627,-82.95056,0.0,Garage,100.0
